Date,Region,District,Maize Min Price,Maize Max Price,Rice Min Price,Rice Max Price,Sorghum Min Price,Sorghum Max Price,Bulrush Millet Min Price,Bulrush Millet Max Price,Finger Millet Min Price,Finger Millet Max Price,Wheat Min Price,Wheat Max Price,Beans Min Price,Beans Max Price,Irish Potatoes Min Price,Irish Potatoes Max Price
20,OKTOBA,2021,Arusha,Arusha (Urban),50000,51000,135000,195000,65000,70000,70000,65000,130000,135000,80000,85000,140000,170000,50000,55000
20,OKTOBA,2021,D'Salaam,Temeke (Tandika),49000,47000,130000,220000,70000,100000,100000,80000,150000,180000,120000,130000,190000,240000,65000,65000
20,OKTOBA,2021,Dodoma,Majengo,46000,40000,118000,160000,53000,60000,42000,48000,130000,110500,NA,NA,175000,195000,58000,47000
20,OKTOBA,2021,Dodoma,Kibaigwa,43000,40000,NA,NA,40000,45000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,OKTOBA,2021,Kagera,Bukoba,60000,65000,124000,170000,80000,130000,120000,100000,180000,160000,150000,170000,115000,150000,55000,65000
20,OKTOBA,2021,Kigoma,Kigoma,42000,44000,110000,130000,80000,100000,100000,100000,150000,150000,150000,150000,140000,150000,65000,70000
20,OKTOBA,2021,Iringa,Iringa,32000,35000,120000,200000,80000,100000,NA,NA,150000,150000,140000,140000,150000,170000,45000,45000
20,OKTOBA,2021,Manyara,Babati,60000,50000,130000,180000,60000,80000,100000,80000,130000,120000,120000,130000,150000,162000,65000,70000
20,OKTOBA,2021,Mara,Musoma,65000,60000,100000,110000,60000,65000,180000,200000,200000,180000,NA,NA,190000,200000,90000,95000
20,OKTOBA,2021,Morogoro,Morogoro,47656,46875,170000,180000,120000,120000,120000,120000,180000,180000,170000,170000,180000,180000,78000,80000
20,OKTOBA,2021,Mtwara,Mtwara,45000,40000,150000,170000,60000,60000,NA,NA,180000,180000,NA,NA,165000,170000,55000,50000
20,OKTOBA,2021,Mwanza,Mwanza,68000,60000,110000,250000,180000,200000,180000,200000,200000,200000,NA,NA,180000,180000,85000,85000
20,OKTOBA,2021,Njombe,Njombe,42000,38000,180000,250000,NA,NA,NA,NA,NA,NA,150000,170000,40000,45500
20,OKTOBA,2021,Rukwa,Sumbawanga,30000,33000,90000,130000,NA,NA,NA,NA,NA,NA,130000,120000,50000,65000
20,OKTOBA,2021,Ruvuma,Songea,28000,30000,140000,200000,NA,NA,NA,NA,NA,NA,NA,NA,130000,150000,73000,75000
20,OKTOBA,2021,Shinyanga,Shinyanga,46000,42000,110000,140000,120000,130000,120000,130000,130000,140000,130000,140000,170000,180000,80000,85000
20,OKTOBA,2021,Tabora,Tabora,38000,40000,95000,110000,140000,150000,NA,NA,170000,180000,NA,NA,160000,180000,55000,50000
20,OKTOBA,2021,Tanga,Tanga,49074,48148,130000,160000,80000,90000,100000,100000,180000,160000,120000,130000,160000,180000,50000,50000
