Date,Region,District,Maize_MinPrice,Maize_MaxPrice,Rice_MinPrice,Rice_MaxPrice,Sorghum_MaxPrice,BulrushMillet_MinPrice,FingerMillet_MinPrice,FingerMillet_MaxPrice,WheatGrain_MinPrice,WheatGrain_MaxPrice,Beans_MinPrice,Beans_MaxPrice,IrishPotatoes_MinPrice,IrishPotatoes_MaxPrice
2022-12-02,Arusha,Arusha,108000,110000,270000,350000,90000,85000,90000,88000,130000,128000,140000,125000,260000,320000,85000,90000
2022-12-02,"Dar Es Salaam",Tandale,112000,115000,250000,300000,110000,110000,110000,110000,200000,160000,200000,150000,300000,370000,78000,83000
2022-12-02,"Dar Es Salaam",Buguruni,110000,120000,260000,300000,NA,NA,NA,NA,NA,NA,NA,NA,320000,340000,90000,85000
2022-12-02,Dodoma,Majengo,105000,125000,300000,362000,92000,78000,90000,100000,155000,183200,180000,140000,280000,310000,98000,82000
2022-12-02,Dodoma,Kibaigwa,105000,105000,280000,280000,82000,80000,NA,NA,NA,NA,NA,NA,300000,300000,90000,90000
2022-12-02,Iringa,Manispaa,100000,100000,240000,300000,150000,150000,180000,200000,150000,150000,200000,200000,250000,320000,70000,70000
2022-12-02,Kagera,Bukoba,117000,120000,240000,350000,190000,170000,180000,190000,190000,180000,190000,200000,210000,250000,90000,80000
2022-12-02,Katavi,Mpanda,115000,120000,200000,250000,NA,NA,NA,NA,NA,NA,NA,NA,280000,320000,80000,80000
2022-12-02,Kigoma,Ujiji,120000,120000,230000,250000,150000,150000,150000,150000,150000,200000,200000,150000,260000,280000,90000,90000
2022-12-02,Kilimanjaro,Moshi,120000,120000,280000,350000,NA,NA,NA,NA,NA,NA,NA,NA,300000,300000,95000,95000
2022-12-02,Lindi,Lindi,120000,150000,240000,340000,300000,120000,NA,NA,NA,NA,NA,NA,280000,380000,120000,140000
2022-12-02,Morogoro,Morogoro,105500,105500,270000,280000,190000,190000,190000,190000,190000,220000,200000,230000,280000,280000,85000,90000
2022-12-02,Manyara,Babati,105000,120000,260000,300000,90000,70000,90000,110000,180000,120000,140000,210000,300000,360000,90000,90000
2022-12-02,Mbeya,Mbeya,102000,102000,275000,275000,175000,175000,NA,NA,180000,180000,NA,NA,250000,252000,58000,58000
2022-12-02,Mtwara,Mtwara,80000,90000,250000,300000,100000,100000,NA,NA,180000,180000,NA,NA,280000,280000,150000,150000
2022-12-02,Mwanza,Mwanza,125000,135000,240000,320000,200000,180000,NA,NA,NA,NA,NA,NA,270000,350000,100000,100000
2022-12-02,Njombe,Njombe,75000,85000,250000,320000,NA,NA,NA,NA,250000,200000,200000,200000,200000,250000,70000,80000
2022-12-02,Ruvuma,Songea,78000,82000,280000,320000,NA,NA,NA,NA,NA,NA,NA,NA,280000,310000,90000,95000
2022-12-02,Rukwa,Sumbawanga,100000,105000,180000,220000,NA,NA,NA,NA,150000,180000,160000,175000,180000,240000,65000,70000
2022-12-02,Shinyanga,Shinyanga,110000,115000,270000,280000,90000,100000,90000,100000,130000,120000,130000,140000,300000,350000,90000,80000
2022-12-02,Tabora,Manispaa,108000,114000,240000,260000,150000,140000,NA,NA,190000,180000,NA,NA,290000,300000,90000,100000
2022-12-02,Tanga,Tanga,125000,127000,252000,279000,100000,100000,NA,NA,200000,200000,199000,200000,278000,284000,90000,100000
